onset	duration	stim_frequency	stim_amplitude	pulse_width	stim_anodes	stim_cathodes
2.0	0.5	0.06578947368421052	3.0	250.0	['CH12']	['CH17']
5.5	0.5	0.06578947368421052	3.0	250.0	['CH12']	['CH17']
9.0	0.5	0.06578947368421052	3.0	250.0	['CH12']	['CH17']
12.5	0.5	0.06578947368421052	3.0	250.0	['CH12']	['CH17']
16.0	0.5	0.06578947368421052	3.0	250.0	['CH12']	['CH17']
89.5	0.5	0.06578947368421052	3.0	250.0	['CH12']	['CH17']
93.0	0.5	0.06578947368421052	3.0	250.0	['CH12']	['CH17']
96.5	0.5	0.06578947368421052	3.0	250.0	['CH12']	['CH17']
100.0	0.5	0.06578947368421052	3.0	250.0	['CH12']	['CH17']
103.5	0.5	0.06578947368421052	3.0	250.0	['CH12']	['CH17']
