onset	duration	stim_frequency	stim_amplitude	pulse_width	stim_anodes	stim_cathodes
2.0	2.5999999999999996	0.32573289902280134	0.1	250.0	['CH3']	['CH9']
11.6	1.700000000000001	0.32573289902280134	0.1	250.0	['CH3']	['CH9']
20.3	3.8000000000000007	0.32573289902280134	0.1	250.0	['CH3']	['CH9']
31.1	0.6999999999999993	0.32573289902280134	0.1	250.0	['CH3']	['CH9']
38.8	1.1000000000000014	0.32573289902280134	0.1	250.0	['CH3']	['CH9']
46.9	3.0	0.32573289902280134	0.1	250.0	['CH3']	['CH9']
